"Frequency_Hz","Frequency_kHz","Label","Group","Mode","Bandwidth_Hz","Service","Country","Language","Target","Schedule_UTC","Days","Season","Station","Source_Dataset","Source_URL","Notes"
"9820000","9820","CNR 2 China Business R. · 0900-1100Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","CHN","0900-1100","","","CNR 2 China Business R.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5373; mode token: AM"
"9820000","9820","CNR 2 China Business R. · 1100-1605Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","CHN","1100-1605","","","CNR 2 China Business R.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5374; mode token: AM"
"9820000","9820","CNR 2 China Business R. · 2055-2400Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","CHN","2055-2400","","","CNR 2 China Business R.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5375; mode token: AM"
"9820000","9820","Radio Exterior España · 1700-1730Z","EiBi A26 – BCAST","AM","9000","BCAST","SPN","R","EEu","1700-1730","","","Radio Exterior España","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5378; mode token: AM"
"9820000","9820","Radio Exterior España · 1900-1930Z","EiBi A26 – BCAST","AM","9000","BCAST","SPN","R","EEu","1900-1930","","","Radio Exterior España","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5379; mode token: AM"
"9820000","9820","Radio Prague · 1700-1730Z","EiBi A26 – BCAST","AM","9000","BCAST","CZE","R","EEu","1700-1730","","","Radio Prague","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5376; mode token: AM"
"9820000","9820","Radio Prague · 1900-1930Z","EiBi A26 – BCAST","AM","9000","BCAST","CZE","R","EEu","1900-1930","","","Radio Prague","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5377; mode token: AM"
"9820000","9820","Radio Slovakia Int. · 1930-2000Z","EiBi A26 – BCAST","AM","9000","BCAST","SVK","R","EEu","1930-2000","","","Radio Slovakia Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5383; mode token: AM"
"9820000","9820","United Nations Radio · 1730-1800Z","EiBi A26 – BCAST","AM","9000","BCAST","UN","R","EEu","1730-1800","","","United Nations Radio","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5384; mode token: AM"
"9820000","9820","United Nations Radio · 1800-1830Z","EiBi A26 – BCAST","AM","9000","BCAST","UN","R","EEu","1800-1830","","","United Nations Radio","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5385; mode token: AM"
"9820000","9820","WRN Vsemirnaya Radioset · 1700-2000Z","EiBi A26 – BCAST","AM","9000","BCAST","RUS","R","EEu","1700-2000","","","WRN Vsemirnaya Radioset","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5382; mode token: AM"
"9820000","9820","CNR NNN · 1000-1600Z","HFCC A26 – Broadcast","AM","9000","Broadcast","CHN","Zho","49","1000-1600","1234567","290326-251026","CNR","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site NNN; 100 kW; azimuth 191; antenna 205; FMO RTC"
"9820000","9820","CNR NNN · 2300-0100Z","HFCC A26 – Broadcast","AM","9000","Broadcast","CHN","Zho","49","2300-0100","1234567","290326-251026","CNR","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site NNN; 100 kW; azimuth 191; antenna 205; FMO RTC"
"9820000","9820","CNR XIA · 1100-1605Z","HFCC A26 – Broadcast","AM","8180","Broadcast","CHN","Zho","42N,43NW","1100-1605","1234567","290326-251026","CNR","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site XIA; 150 kW; azimuth 290; antenna 216; FMO RTC"
"9820000","9820","CNR XIA · 2055-2400Z","HFCC A26 – Broadcast","AM","8180","Broadcast","CHN","Zho","42N,43NW","2055-2400","1234567","290326-251026","CNR","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site XIA; 150 kW; azimuth 290; antenna 216; FMO RTC"
"9820000","9820","CRI BEI · 1000-1100Z","HFCC A26 – Broadcast","AM","8180","Broadcast","CHN","Chn","30N,31,32N","1000-1100","1234567","290326-251026","CRI","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site BEI; 500 kW; azimuth 322; antenna 218; FMO RTC"
"9820000","9820","NEW SOF · 0400-0700Z","HFCC A26 – Broadcast","AM","7000","Broadcast","BUL","Mul","39","0400-0700","1234567","290326-251026","NEW","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site SOF; 100 kW; azimuth 126; antenna 618; FMO SPC; BUL"
"9820000","9820","RRS MSK · 1700-2100Z","HFCC A26 – Broadcast","AM","9000","Broadcast","RUS","Rus","27,28,37NW","1700-2100","1234567","290326-241026","RRS","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site MSK; 200 kW; azimuth 270; antenna 217; FMO GFC"
"9820000","9820","VOR K/A · 0700-1000Z · digital","HFCC A26 – Digital broadcast","AM","9000","Digital broadcast","RUS","Rus","26","0700-1000","1234567","290326-241026","VOR","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site K/A; 20 kW; azimuth 33; antenna 218; FMO GFC"
"9825000","9825","Moroccan Police ALE · 0000-2400Z","EiBi A26 – ALE","USB","2700","ALE","MRC","","MRC","0000-2400","","","Moroccan Police ALE","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5387; mode token: USB"
"9825000","9825","China Radio Int. · 0200-0300Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","SAs","0200-0300","","","China Radio Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5386; mode token: AM"
"9825000","9825","CRI URU · 0200-0300Z · digital","HFCC A26 – Digital broadcast","AM","5000","Digital broadcast","CHN","Chn","41","0200-0300","1234567","290326-251026","CRI","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site URU; 500 kW; azimuth 212; antenna 216; FMO RTC"
"9830000","9830","China National Radio 1 · 0730-0900Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","CHN","0730-0900","","","China National Radio 1","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5388; mode token: AM"
"9830000","9830","China National Radio 1 · 0900-1805Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","CHN","0900-1805","","","China National Radio 1","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5389; mode token: AM"
"9830000","9830","China National Radio 1 · 2023-0100Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","CHN","2023-0100","","","China National Radio 1","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5390; mode token: AM"
"9830000","9830","IRIB Voice of I.R.Iran · 1920-2020Z","EiBi A26 – BCAST","AM","9000","BCAST","IRN","E","SAf","1920-2020","","","IRIB Voice of I.R.Iran","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5392; mode token: AM"
"9830000","9830","Radio Cairo · 2215-2330Z","EiBi A26 – BCAST","AM","9000","BCAST","EGY","P","SAm","2215-2330","","","Radio Cairo","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5391; mode token: AM"
"9830000","9830","NSS US Navy · 0000-2400Z","EiBi A26 – MILCOM","USB","2700","MILCOM","USA","TY","NAm","0000-2400","","","NSS US Navy","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5393; mode token: USB"
"9830000","9830","CNR HUH · 0730-1805Z","HFCC A26 – Broadcast","AM","8180","Broadcast","CHN","Zho","44S","0730-1805","1234567","290326-251026","CNR","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site HUH; 100 kW; azimuth 175; antenna 216; FMO RTC"
"9830000","9830","CNR HUH · 2025-0100Z","HFCC A26 – Broadcast","AM","8180","Broadcast","CHN","Zho","44S","2025-0100","1234567","290326-251026","CNR","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site HUH; 100 kW; azimuth 175; antenna 216; FMO RTC"
"9830000","9830","ERU ABS · 2215-2330Z","HFCC A26 – Broadcast","AM","9871","Broadcast","EGY","Por","13,15","2215-2330","1234567","290326-241026","ERU","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site ABS; 100 kW; azimuth 252; antenna 216; FMO ERU"
"9830000","9830","IRB SIR · 1920-2020Z","HFCC A26 – Broadcast","AM","9000","Broadcast","IRN","Eng","52,53,57","1920-2020","1234567","290326-241026","IRB","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site SIR; 500 kW; azimuth 216; antenna 216; FMO IRB; ENGLISH"
"9830000","9830","RRS ARM · 1600-1800Z","HFCC A26 – Broadcast","AM","9000","Broadcast","RUS","Rus","48","1600-1800","1234567","290326-241026","RRS","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site ARM; 300 kW; azimuth 188; antenna 218; FMO GFC"
"9835000","9835","IRIB Voice of I.R.Iran · 1920-2020Z","EiBi A26 – BCAST","AM","9000","BCAST","IRN","E","SAf","1920-2020","","","IRIB Voice of I.R.Iran","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5397; mode token: AM"
"9835000","9835","PBS Xinjiang · 0300-0800Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","CHN","0300-0800","","","PBS Xinjiang","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5394; mode token: AM"
"9835000","9835","PBS Xinjiang · 0800-1100Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","CHN","0800-1100","","","PBS Xinjiang","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5395; mode token: AM"
"9835000","9835","PBS Xinjiang · 1100-1200Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","CHN","1100-1200","","","PBS Xinjiang","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5396; mode token: AM"
"9835000","9835","Voice of Vietnam · 1600-1630Z","EiBi A26 – BCAST","AM","9000","BCAST","VTN","E","Eu","1600-1630","","","Voice of Vietnam","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5398; mode token: AM"
"9835000","9835","Voice of Vietnam · 1630-1700Z","EiBi A26 – BCAST","AM","9000","BCAST","VTN","R","Eu","1630-1700","","","Voice of Vietnam","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5399; mode token: AM"
"9835000","9835","Voice of Vietnam · 1700-1800Z","EiBi A26 – BCAST","AM","9000","BCAST","VTN","VN","Eu","1700-1800","","","Voice of Vietnam","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5400; mode token: AM"
"9835000","9835","Voice of Vietnam · 1800-1830Z","EiBi A26 – BCAST","AM","9000","BCAST","VTN","S","Eu","1800-1830","","","Voice of Vietnam","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5401; mode token: AM"
"9835000","9835","Voice of Vietnam · 1830-1900Z","EiBi A26 – BCAST","AM","9000","BCAST","VTN","D","Eu","1830-1900","","","Voice of Vietnam","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5402; mode token: AM"
"9835000","9835","Voice of Vietnam · 1900-1930Z","EiBi A26 – BCAST","AM","9000","BCAST","VTN","E","Eu","1900-1930","","","Voice of Vietnam","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5403; mode token: AM"
"9835000","9835","Voice of Vietnam · 1930-2000Z","EiBi A26 – BCAST","AM","9000","BCAST","VTN","F","Eu","1930-2000","","","Voice of Vietnam","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5404; mode token: AM"
"9835000","9835","Voice of Vietnam · 2000-2030Z","EiBi A26 – BCAST","AM","9000","BCAST","VTN","D","Eu","2000-2030","","","Voice of Vietnam","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5405; mode token: AM"
"9835000","9835","Voice of Vietnam · 2030-2100Z","EiBi A26 – BCAST","AM","9000","BCAST","VTN","F","Eu","2030-2100","","","Voice of Vietnam","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5406; mode token: AM"
"9835000","9835","Voice of Vietnam · 2100-2130Z","EiBi A26 – BCAST","AM","9000","BCAST","VTN","S","Eu","2100-2130","","","Voice of Vietnam","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5407; mode token: AM"
"9835000","9835","Voice of Vietnam · 2130-2200Z","EiBi A26 – BCAST","AM","9000","BCAST","VTN","E","Eu","2130-2200","","","Voice of Vietnam","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5408; mode token: AM"
"9835000","9835","ARS JED · 0300-0600Z","HFCC A26 – Broadcast","AM","8870","Broadcast","ARS","Pus","40","0300-0600","1234567","290326-251026","ARS","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site JED; 250 kW; azimuth 60; antenna 216; FMO ARS"
"9835000","9835","IRB SIR · 1920-2020Z","HFCC A26 – Broadcast","AM","9000","Broadcast","IRN","Eng","52,53,57","1920-2020","1234567","290326-241026","IRB","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site SIR; 500 kW; azimuth 216; antenna 216; FMO IRB; ENGLISH"
"9840000","9840","IRIB Voice of I.R.Iran · 1430-1730Z","EiBi A26 – BCAST","AM","9000","BCAST","IRN","A","ME","1430-1730","","","IRIB Voice of I.R.Iran","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5409; mode token: AM"
"9840000","9840","Voice of Turkey · 1730-1830Z","EiBi A26 – BCAST","AM","9000","BCAST","TUR","D","CEu","1730-1830","","","Voice of Turkey","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5410; mode token: AM"
"9840000","9840","Voice of Vietnam · 1000-1030Z","EiBi A26 – BCAST","AM","9000","BCAST","VTN","E","INS","1000-1030","","","Voice of Vietnam","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5411; mode token: AM"
"9840000","9840","Voice of Vietnam · 1030-1100Z","EiBi A26 – BCAST","AM","9000","BCAST","VTN","IN","INS","1030-1100","","","Voice of Vietnam","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5412; mode token: AM"
"9840000","9840","Voice of Vietnam · 1100-1130Z","EiBi A26 – BCAST","AM","9000","BCAST","VTN","J","FE","1100-1130","","","Voice of Vietnam","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5413; mode token: AM"
"9840000","9840","Voice of Vietnam · 1130-1200Z","EiBi A26 – BCAST","AM","9000","BCAST","VTN","E","FE","1130-1200","","","Voice of Vietnam","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5414; mode token: AM"
"9840000","9840","Voice of Vietnam · 1200-1230Z","EiBi A26 – BCAST","AM","9000","BCAST","VTN","J","FE","1200-1230","","","Voice of Vietnam","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5415; mode token: AM"
"9840000","9840","Voice of Vietnam · 1230-1300Z","EiBi A26 – BCAST","AM","9000","BCAST","VTN","E","INS","1230-1300","","","Voice of Vietnam","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5416; mode token: AM"
"9840000","9840","Voice of Vietnam · 1300-1330Z","EiBi A26 – BCAST","AM","9000","BCAST","VTN","IN","INS","1300-1330","","","Voice of Vietnam","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5417; mode token: AM"
"9840000","9840","Voice of Vietnam · 1330-1400Z","EiBi A26 – BCAST","AM","9000","BCAST","VTN","E","FE","1330-1400","","","Voice of Vietnam","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5418; mode token: AM"
"9840000","9840","Voice of Vietnam · 1400-1430Z","EiBi A26 – BCAST","AM","9000","BCAST","VTN","J","FE","1400-1430","","","Voice of Vietnam","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5419; mode token: AM"
"9840000","9840","Voice of Vietnam · 1430-1500Z","EiBi A26 – BCAST","AM","9000","BCAST","VTN","IN","INS","1430-1500","","","Voice of Vietnam","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5420; mode token: AM"
"9840000","9840","Voice of Vietnam · 1500-1530Z","EiBi A26 – BCAST","AM","9000","BCAST","VTN","E","INS","1500-1530","","","Voice of Vietnam","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5421; mode token: AM"
"9840000","9840","Voice of Vietnam · 2300-2330Z","EiBi A26 – BCAST","AM","9000","BCAST","VTN","IN","INS","2300-2330","","","Voice of Vietnam","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5422; mode token: AM"
"9840000","9840","Voice of Vietnam · 2330-2400Z","EiBi A26 – BCAST","AM","9000","BCAST","VTN","E","INS","2330-2400","","","Voice of Vietnam","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5423; mode token: AM"
"9840000","9840","ADM DHA · 0100-0300Z","HFCC A26 – Broadcast","AM","9000","Broadcast","UAE","Pst","40E,41NW","0100-0300","1234567","290326-251026","ADM","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site DHA; 250 kW; azimuth 45; antenna 146; FMO ADM; UAE"
"9840000","9840","ARS JED · 1600-2100Z","HFCC A26 – Broadcast","AM","8870","Broadcast","ARS","Eng","47,52","1600-2100","1234567","290326-251026","ARS","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site JED; 250 kW; azimuth 220; antenna 216; FMO ARS"
"9840000","9840","IRB SIR · 1430-1730Z","HFCC A26 – Broadcast","AM","9000","Broadcast","IRN","Ara","39","1430-1730","1234567","290326-241026","IRB","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site SIR; 500 kW; azimuth 216; antenna 216; FMO IRB; ARBIC-S"
"9840000","9840","TRT EMR · 1730-1830Z","HFCC A26 – Broadcast","AM","9000","Broadcast","TUR","Deu","28W,27E","1730-1830","1234567","290326-251026","TRT","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site EMR; 250 kW; azimuth 310; antenna 205; FMO TRT"
"9845000","9845","China National Radio 1 · 1030-1805Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","CHN","1030-1805","","","China National Radio 1","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5424; mode token: AM"
"9845000","9845","China National Radio 1 · 1200-1805Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","CHN","1200-1805","","","China National Radio 1","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5425; mode token: AM"
"9845000","9845","China National Radio 1 · 2023-0100Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","CHN","2023-0100","","","China National Radio 1","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5427; mode token: AM"
"9845000","9845","China National Radio 1 · 2023-2400Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","CHN","2023-2400","","","China National Radio 1","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5426; mode token: AM"
"9845000","9845","MWV New Life Station · 1900-2000Z","EiBi A26 – BCAST","AM","9000","BCAST","MDG","R","EEu","1900-2000","","","MWV New Life Station","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5428; mode token: AM"
"9845000","9845","MWV MWV · 1900-2000Z","HFCC A26 – Broadcast","AM","8750","Broadcast","MDG","Rus","19,20,29,30W","1900-2000","1234567","290326-241026","MWV","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site MWV; 100 kW; azimuth 355; antenna 218; FMO WCB"
"9845000","9845","CNR BEI · 1200-1805Z · digital","HFCC A26 – Digital broadcast","AM","5000","Digital broadcast","CHN","Zho","42S,43SW","1200-1805","1234567","290326-251026","CNR","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site BEI; 100 kW; azimuth 251; antenna 216; FMO RTC"
"9845000","9845","CNR BEI · 2025-2400Z · digital","HFCC A26 – Digital broadcast","AM","5000","Digital broadcast","CHN","Zho","42S,43SW","2025-2400","1234567","290326-251026","CNR","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site BEI; 100 kW; azimuth 251; antenna 216; FMO RTC"
"9850000","9850","CNR1 Jammer/Firedrake · 2130-1600Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","FE","2130-1600","","","CNR1 Jammer/Firedrake","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5429; mode token: AM"
