"Frequency_Hz","Frequency_kHz","Label","Group","Mode","Bandwidth_Hz","Service","Country","Language","Target","Schedule_UTC","Days","Season","Station","Source_Dataset","Source_URL","Notes"
"15610000","15610","CNR1 Jammer/Firedrake · 0000-2400Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","FE","0000-2400","","","CNR1 Jammer/Firedrake","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8849; mode token: AM"
"15610000","15610","Sound of Hope · 0000-0100Z","EiBi A26 – BCAST","AM","9000","BCAST","TWN","M","FE","0000-0100","","","Sound of Hope","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8850; mode token: AM"
"15610000","15610","Sound of Hope · 0100-0200Z","EiBi A26 – BCAST","AM","9000","BCAST","TWN","M","FE","0100-0200","","","Sound of Hope","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8851; mode token: AM"
"15610000","15610","Sound of Hope · 0200-1200Z","EiBi A26 – BCAST","AM","9000","BCAST","TWN","M","FE","0200-1200","","","Sound of Hope","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8852; mode token: AM"
"15610000","15610","Sound of Hope · 1200-1300Z","EiBi A26 – BCAST","AM","9000","BCAST","TWN","M","FE","1200-1300","","","Sound of Hope","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8853; mode token: AM"
"15610000","15610","Sound of Hope · 1300-1400Z","EiBi A26 – BCAST","AM","9000","BCAST","TWN","M","FE","1300-1400","","","Sound of Hope","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8854; mode token: AM"
"15610000","15610","Sound of Hope · 1400-1500Z","EiBi A26 – BCAST","AM","9000","BCAST","TWN","M","FE","1400-1500","","","Sound of Hope","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8855; mode token: AM"
"15610000","15610","Sound of Hope · 1500-1600Z","EiBi A26 – BCAST","AM","9000","BCAST","TWN","M","FE","1500-1600","","","Sound of Hope","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8856; mode token: AM"
"15610000","15610","Sound of Hope · 2200-2300Z","EiBi A26 – BCAST","AM","9000","BCAST","TWN","M","FE","2200-2300","","","Sound of Hope","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8857; mode token: AM"
"15610000","15610","Sound of Hope · 2300-2400Z","EiBi A26 – BCAST","AM","9000","BCAST","TWN","M","FE","2300-2400","","","Sound of Hope","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8858; mode token: AM"
"15610000","15610","WEWN EWTN Catholic R. · 1900-0600Z","EiBi A26 – BCAST","AM","9000","BCAST","USA","E","Af","1900-0600","","","WEWN EWTN Catholic R.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8859; mode token: AM"
"15615000","15615","VMW Wiluna Met Fax · 0015-0215Z","EiBi A26 – FAX","USB","2700","FAX","AUS","","Oc","0015-0215","","","VMW Wiluna Met Fax","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8860; mode token: USB"
"15615000","15615","VMW Wiluna Met Fax · 0245-0330Z","EiBi A26 – FAX","USB","2700","FAX","AUS","","Oc","0245-0330","","","VMW Wiluna Met Fax","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8861; mode token: USB"
"15615000","15615","VMW Wiluna Met Fax · 0400-0945Z","EiBi A26 – FAX","USB","2700","FAX","AUS","","Oc","0400-0945","","","VMW Wiluna Met Fax","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8862; mode token: USB"
"15615000","15615","VMW Wiluna Met Fax · 1015-1100Z","EiBi A26 – FAX","USB","2700","FAX","AUS","","Oc","1015-1100","","","VMW Wiluna Met Fax","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8863; mode token: USB"
"15615000","15615","VMW Wiluna Met Fax · 1100-1730Z","EiBi A26 – FAX","USB","2700","FAX","AUS","","Oc","1100-1730","","","VMW Wiluna Met Fax","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8864; mode token: USB"
"15615000","15615","VMW Wiluna Met Fax · 1800-1845Z","EiBi A26 – FAX","USB","2700","FAX","AUS","","Oc","1800-1845","","","VMW Wiluna Met Fax","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8865; mode token: USB"
"15615000","15615","VMW Wiluna Met Fax · 1915-2045Z","EiBi A26 – FAX","USB","2700","FAX","AUS","","Oc","1915-2045","","","VMW Wiluna Met Fax","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8866; mode token: USB"
"15615000","15615","VMW Wiluna Met Fax · 2215-2400Z","EiBi A26 – FAX","USB","2700","FAX","AUS","","Oc","2215-2400","","","VMW Wiluna Met Fax","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8867; mode token: USB"
"15615000","15615","E06 Russian Spy Numbers · 0600-0610Z","EiBi A26 – SPY","USB","2700","SPY","RUS","E","RUS","0600-0610","","","E06 Russian Spy Numbers","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8868; mode token: USB"
"15620000","15620","FEBC Manila · 1400-1430Z","EiBi A26 – BCAST","AM","9000","BCAST","PHL","JV","INS","1400-1430","","","FEBC Manila","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8870; mode token: AM"
"15620000","15620","IRIB Voice of I.R.Iran · 0920-1250Z","EiBi A26 – BCAST","AM","9000","BCAST","IRN","DR","CAs","0920-1250","","","IRIB Voice of I.R.Iran","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8869; mode token: AM"
"15625000","15625","Adventist World Radio · 2100-2200Z","EiBi A26 – BCAST","AM","9000","BCAST","USA","M","FE","2100-2200","","","Adventist World Radio","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8871; mode token: AM"
"15625000","15625","Adventist World Radio · 2200-2300Z","EiBi A26 – BCAST","AM","9000","BCAST","USA","M","FE","2200-2300","","","Adventist World Radio","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8872; mode token: AM"
"15628600","15628.6","Veterans Health Adm.ALE · 0000-2400Z","EiBi A26 – ALE","USB","2700","ALE","USA","","USA","0000-2400","","","Veterans Health Adm.ALE","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8873; mode token: USB"
"15630000","15630","Gendarmeria Chile ALE · 0000-2400Z","EiBi A26 – ALE","USB","2700","ALE","CHL","","CHL","0000-2400","","","Gendarmeria Chile ALE","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8878; mode token: USB"
"15630000","15630","Adventist World Radio · 1200-1230Z","EiBi A26 – BCAST","AM","9000","BCAST","USA","MON","SEA","1200-1230","","","Adventist World Radio","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8875; mode token: AM"
"15630000","15630","Adventist World Radio · 1300-1330Z","EiBi A26 – BCAST","AM","9000","BCAST","USA","NJ","INS","1300-1330","","","Adventist World Radio","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8876; mode token: AM"
"15630000","15630","China National Radio 11 · 0000-1100Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","TB","CHN","0000-1100","","","China National Radio 11","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8874; mode token: AM"
"15630000","15630","Trans World Radio · 1100-1200Z","EiBi A26 – BCAST","AM","9000","BCAST","USA","K","FE","1100-1200","","","Trans World Radio","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8877; mode token: AM"
"15640000","15640","CRI DIGITAL · 0400-0500Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","Oc","0400-0500","","","CRI DIGITAL","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8879; mode token: AM"
"15640000","15640","NHK Radio Japan · 0000-0100Z","EiBi A26 – BCAST","AM","9000","BCAST","JPN","J","ME","0000-0100","","","NHK Radio Japan","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8881; mode token: AM"
"15640000","15640","Radio for Peace Int. · 0500-0530Z","EiBi A26 – BCAST","AM","9000","BCAST","FRA","FS","IRN","0500-0530","","","Radio for Peace Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8880; mode token: AM"
"15640000","15640","Radyo Pilipinas · 0200-0330Z","EiBi A26 – BCAST","AM","9000","BCAST","PHL","E","ME","0200-0330","","","Radyo Pilipinas","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8882; mode token: AM"
"15641000","15641","E06 Russian Spy Numbers · 0300-0310Z","EiBi A26 – SPY","USB","2700","SPY","RUS","E","RUS","0300-0310","","","E06 Russian Spy Numbers","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8883; mode token: USB"
"15645000","15645","E06 Russian Spy Numbers · 0500-0510Z","EiBi A26 – SPY","USB","2700","SPY","RUS","E","RUS","0500-0510","","","E06 Russian Spy Numbers","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8884; mode token: USB"
"15660000","15660","China Radio Int. · 1100-1300Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","E","SAs","1100-1300","","","China Radio Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8885; mode token: AM"
"15665000","15665","China Radio Int. · 0400-0500Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","R","EEu","0400-0500","","","China Radio Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8886; mode token: AM"
"15665000","15665","China Radio Int. · 0500-0600Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","R","EEu","0500-0600","","","China Radio Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8887; mode token: AM"
"15665000","15665","China Radio Int. · 0800-0900Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","R","EEu","0800-0900","","","China Radio Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8888; mode token: AM"
"15665000","15665","China Radio Int. · 0900-1000Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","R","EEu","0900-1000","","","China Radio Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8889; mode token: AM"
"15670000","15670","CRI DIGITAL · 0100-0200Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","Oc","0100-0200","","","CRI DIGITAL","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8890; mode token: AM"
"15670000","15670","CRI DIGITAL · 0600-0700Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","Oc","0600-0700","","","CRI DIGITAL","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8891; mode token: AM"
"15670000","15670","CRI DIGITAL · 0700-0730Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","Oc","0700-0730","","","CRI DIGITAL","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8892; mode token: AM"
"15680000","15680","Adventist World Radio · 1530-1600Z","EiBi A26 – BCAST","AM","9000","BCAST","USA","KAN","SAs","1530-1600","","","Adventist World Radio","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8894; mode token: AM"
"15680000","15680","Adventist World Radio · 1600-1630Z","EiBi A26 – BCAST","AM","9000","BCAST","USA","TEL","SAs","1600-1630","","","Adventist World Radio","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8895; mode token: AM"
"15680000","15680","Hope Radio 4 · 0110-0305Z","EiBi A26 – BCAST","AM","9000","BCAST","USA","E","SEA","0110-0305","","","Hope Radio 4","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8896; mode token: AM"
"15680000","15680","Hope Radio 4 · 0110-0350Z","EiBi A26 – BCAST","AM","9000","BCAST","USA","E","SEA","0110-0350","","","Hope Radio 4","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8897; mode token: AM"
"15680000","15680","Radio Romania Int. · 0700-0800Z","EiBi A26 – BCAST","AM","9000","BCAST","ROU","RO","ME","0700-0800","","","Radio Romania Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8893; mode token: AM"
"15683000","15683","E06 Russian Spy Numbers · 0300-0310Z","EiBi A26 – SPY","USB","2700","SPY","RUS","E","RUS","0300-0310","","","E06 Russian Spy Numbers","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8898; mode token: USB"
"15708000","15708","FEMA Emergency ALE · 0000-2400Z","EiBi A26 – ALE","USB","2700","ALE","USA","","USA","0000-2400","","","FEMA Emergency ALE","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8899; mode token: USB"
"15710000","15710","Adventist World Radio · 1400-1500Z","EiBi A26 – BCAST","AM","9000","BCAST","USA","M","FE","1400-1500","","","Adventist World Radio","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8906; mode token: AM"
"15710000","15710","China National Radio 6 · 0100-0200Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","AM","TWN","0100-0200","","","China National Radio 6","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8900; mode token: AM"
"15710000","15710","China National Radio 6 · 0200-0500Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","AM","TWN","0200-0500","","","China National Radio 6","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8901; mode token: AM"
"15710000","15710","China National Radio 6 · 0500-0600Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","HK","TWN","0500-0600","","","China National Radio 6","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8902; mode token: AM"
"15710000","15710","China National Radio 6 · 0600-0900Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","HK","TWN","0600-0900","","","China National Radio 6","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8903; mode token: AM"
"15710000","15710","Hope of Israel · 1600-1630Z","EiBi A26 – BCAST","AM","9000","BCAST","CLA","E","EAf","1600-1630","","","Hope of Israel","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8904; mode token: AM"
"15710000","15710","Radio Romania Int. · 0630-0700Z","EiBi A26 – BCAST","AM","9000","BCAST","ROU","A","ME","0630-0700","","","Radio Romania Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8905; mode token: AM"
"15720000","15720","CRI DIGITAL · 0730-0800Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","Oc","0730-0800","","","CRI DIGITAL","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8907; mode token: AM"
"15720000","15720","RNZ Pacific · 1959-2058Z","EiBi A26 – BCAST","AM","9000","BCAST","NZL","E","Oc","1959-2058","","","RNZ Pacific","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8908; mode token: AM"
"15720000","15720","Voice of Turkey · 0830-1000Z","EiBi A26 – BCAST","AM","9000","BCAST","TUR","FS","ME","0830-1000","","","Voice of Turkey","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8912; mode token: AM"
"15720000","15720","E11 Polish Spy Numbers · 0715-0725Z","EiBi A26 – SPY","USB","2700","SPY","POL","E","","0715-0725","","","E11 Polish Spy Numbers","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8909; mode token: USB"
"15720000","15720","E11 Polish Spy Numbers · 0715-0725Z","EiBi A26 – SPY","USB","2700","SPY","POL","E","","0715-0725","","","E11 Polish Spy Numbers","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8910; mode token: USB"
"15720000","15720","E11 Polish Spy Numbers · 0745-0755Z","EiBi A26 – SPY","USB","2700","SPY","POL","E","","0745-0755","","","E11 Polish Spy Numbers","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8911; mode token: USB"
"15726000","15726","E06 Russian Spy Numbers · 0300-0310Z","EiBi A26 – SPY","USB","2700","SPY","RUS","E","RUS","0300-0310","","","E06 Russian Spy Numbers","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8913; mode token: USB"
"15730000","15730","China National Radio · 0000-1200Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","CHN","0000-1200","","","China National Radio","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8914; mode token: AM"
"15730000","15730","CRI DIGITAL · 0500-0600Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","Oc","0500-0600","","","CRI DIGITAL","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8915; mode token: AM"
